date,close,open,max,min,volume,return,comments,sentiment_sum,positive,negative
2023-04-20,236.28,233.32,236.47,229.84,85090000,1.43,533.0,-89.91396758891642,191,342
2023-04-19,232.95,232.67,237.37,231.1,115710000,0.12,425.0,-70.04848356544971,159,266
2023-04-18,232.66,227.89,232.76,227.05,97770000,2.0,391.0,-55.55897745210677,147,244
2023-04-17,228.1,222.98,228.2,222.91,78800000,2.81,373.0,-45.84285500552505,153,220
2023-04-14,221.87,220.0,222.5,218.51,43320000,0.92,315.0,-47.25021287146956,115,200
2023-04-13,219.85,219.49,220.89,218.0,32670000,0.29,275.0,-58.531056579202414,95,180
2023-04-12,219.22,218.6,219.7,216.67,44770000,0.28,259.0,-44.89424917846918,95,164
2023-04-11,218.6,222.9,223.33,217.62,98540000,-1.62,345.0,-67.98531015776098,113,232
2023-04-10,222.21,217.1,222.26,216.61,85200000,2.75,305.0,-34.80227512028068,114,191
2023-04-07,216.27,214.5,216.39,213.65,29200000,0.94,121.0,-19.11854697810486,43,78
2023-04-06,214.25,216.3,217.38,214.07,39060000,-0.88,137.0,-26.89190464420244,44,93
2023-04-05,216.15,214.65,216.3,211.4,46180000,0.61,232.0,-38.09585414547473,85,147
2023-04-04,214.83,216.2,217.29,213.8,45800000,-0.58,246.0,-52.973004931584,78,168
2023-04-03,216.09,218.45,219.44,214.8,55180000,-0.24,269.0,-42.17430158611387,105,164
2023-03-31,216.6,217.2,217.35,211.3,88080000,-0.12,462.0,-59.04274782259017,183,279
2023-03-30,216.87,217.3,218.45,216.12,40890000,-0.51,391.0,-62.31632794067264,157,234
2023-03-29,217.99,214.85,219.53,213.6,96680000,1.85,550.0,-85.65326007967815,215,335
2023-03-28,214.03,212.86,214.7,210.67,73900000,1.03,470.0,-88.80505652725697,164,306
2023-03-27,211.84,204.01,213.2,204.01,101520000,4.06,572.0,-100.44876391580328,207,365
2023-03-24,203.57,202.86,203.85,202.0,24330000,0.49,173.0,-49.70230293413624,48,125
2023-03-23,202.58,202.53,204.2,202.22,26650000,-0.15,272.0,-28.22630446916446,112,160
2023-03-22,202.89,203.4,204.4,201.59,57570000,-0.21,339.0,-58.72569242771715,123,216
2023-03-21,203.32,204.76,208.0,201.25,122580000,-0.2,488.0,-86.99182272516191,182,306
2023-03-20,203.73,196.02,205.09,195.0,156710000,5.24,488.0,-95.36318620573728,168,320
2023-03-17,193.59,183.0,193.66,178.56,388160000,10.34,975.0,-145.76043064892292,376,599
2023-03-16,175.45,174.94,176.04,173.36,51530000,0.09,212.0,-59.02612510230392,61,151
2023-03-15,175.3,176.0,177.37,173.59,79930000,-0.23,294.0,-65.94078445993364,91,203
2023-03-14,175.71,171.61,176.95,171.01,89330000,2.07,350.0,-71.99708176031709,116,234
2023-03-13,172.15,172.5,173.9,169.26,74030000,-0.22,273.0,-58.86102279042825,94,179
2023-03-10,172.53,171.55,173.0,170.58,50260000,-0.01,218.0,-47.06887025106698,76,142
2023-03-09,172.55,174.85,174.89,172.21,80390000,-0.84,301.0,-70.77938344748691,95,206
2023-03-07,174.01,171.87,174.2,171.0,55290000,1.26,273.0,-52.329231469891965,95,178
2023-03-06,171.84,172.14,172.99,171.35,64590000,0.4,166.0,-27.838900272734463,58,108
2023-03-03,171.16,168.17,171.26,167.9,49570000,1.85,262.0,-65.22789396159351,82,180
2023-03-02,168.05,170.4,170.4,166.55,86100000,-1.45,232.0,-51.850786230992526,75,157
2023-03-01,170.53,170.4,171.66,169.5,53780000,0.42,240.0,-42.63465053401888,87,153
2023-02-28,169.82,170.5,171.92,168.37,80750000,-0.08,276.0,-33.98038606485352,108,168
2023-02-27,169.95,163.52,170.0,162.96,100130000,3.44,432.0,-58.15713577531278,173,259
2023-02-24,164.3,163.33,165.5,163.1,37730000,0.57,199.0,-42.95972064882517,66,133
2023-02-22,163.37,164.13,164.42,162.5,43770000,-0.48,97.0,-14.053042417392136,36,61
2023-02-21,164.15,160.66,165.65,159.26,127420000,2.54,198.0,-29.35657476261258,74,124
2023-02-20,160.09,159.41,161.3,156.73,63970000,0.23,201.0,-31.141183929517865,73,128
2023-02-17,159.73,158.0,160.38,156.91,52180000,0.95,187.0,-25.23769234959036,74,113
2023-02-16,158.22,157.33,159.3,156.25,68550000,1.26,186.0,-36.60078030778095,65,121
2023-02-15,156.25,160.94,161.12,153.83,113800000,-3.47,258.0,-43.51202885992825,96,162
2023-02-14,161.86,164.3,164.38,161.64,58830000,-1.5,142.0,-23.82909452915192,50,92
2023-02-13,164.32,165.2,166.88,164.17,36210000,-0.72,149.0,-25.606336515396837,58,91
2023-02-10,165.52,165.0,166.49,164.5,40920000,0.13,174.0,-47.82879275083542,42,132
2023-02-09,165.31,164.33,167.47,161.27,107140000,0.71,325.0,-71.14957342576236,115,210
2023-02-08,164.15,165.0,166.35,162.7,58670000,-0.75,213.0,-47.89015012793243,71,142
2023-02-07,165.39,167.3,168.7,163.4,92660000,-1.02,302.0,-51.866140795871615,113,189
2023-02-06,167.09,161.78,167.17,161.01,89080000,3.62,448.0,-54.73297767713666,183,265
2023-02-03,161.26,159.1,162.32,157.88,63740000,1.14,266.0,-44.031928095035255,97,169
2023-02-02,159.45,158.4,160.29,157.37,53870000,0.73,282.0,-39.93483272497542,111,171
2023-02-01,158.29,158.2,159.6,156.5,66330000,0.14,280.0,-43.42969017568976,112,168
2023-01-31,158.07,153.51,158.18,153.3,77890000,3.06,275.0,-62.98215679079294,89,186
2023-01-30,153.38,153.5,153.88,152.21,31110000,0.12,134.0,-30.830729946494102,42,92
2023-01-27,153.2,152.4,153.48,151.69,34120000,0.52,140.0,-17.168326823040843,55,85
2023-01-26,152.4,153.32,154.3,151.73,45510000,-0.27,138.0,-18.10738804657012,55,83
2023-01-25,152.81,152.45,153.6,151.5,43380000,0.1,170.0,-32.13909378089011,63,107
2023-01-24,152.66,153.95,155.58,152.28,78730000,-0.55,265.0,-58.09872207976878,87,178
2023-01-23,153.5,151.9,154.1,151.01,55200000,1.4,185.0,-33.96342419274151,65,120
2023-01-20,151.38,149.7,151.4,148.64,44250000,1.37,126.0,-25.092243559658527,45,81
2023-01-19,149.34,151.2,152.85,148.56,66810000,-1.41,214.0,-24.30213948246092,93,121
2023-01-18,151.47,150.4,153.0,149.41,67510000,0.68,216.0,-45.19263651687652,69,147
2023-01-17,150.45,154.0,154.31,150.01,84400000,-2.12,271.0,-54.15877508698031,82,189
2023-01-16,153.71,152.89,154.0,151.88,51750000,1.33,254.0,-47.02687304094434,90,164
2023-01-13,151.69,149.58,153.28,147.71,88520000,1.6,302.0,-65.5314092002809,100,202
2023-01-12,149.3,150.02,150.79,148.39,46790000,-0.44,169.0,-13.347096279729158,71,98
2023-01-11,149.96,142.97,149.98,142.87,123150000,5.01,334.0,-49.53392194164917,125,209
2023-01-10,142.81,142.1,142.85,141.31,23720000,0.29,64.0,-13.13746403902769,22,42
2023-01-09,142.4,141.83,142.99,141.65,31450000,0.71,90.0,-18.77857595961541,27,63
2023-01-06,141.4,141.39,141.62,140.9,10660000,0.09,78.0,-17.182325594127178,24,54
2023-01-05,141.27,141.6,141.84,140.54,17250000,-0.11,73.0,-17.980859277769923,22,51
2023-01-04,141.43,141.85,142.28,140.75,17110000,-0.25,51.0,-12.41170691139996,14,37
2023-01-03,141.78,141.6,143.25,141.56,21100000,0.45,48.0,-9.378693349659445,17,31
2022-12-30,141.15,140.8,141.48,140.13,28180000,0.13,137.0,-32.53077987022698,43,94
2022-12-29,140.96,139.5,141.65,139.22,32060000,1.04,139.0,-23.48605953529477,51,88
2022-12-28,139.51,139.73,140.4,138.6,28050000,-0.28,113.0,-17.660194102674723,39,74
2022-12-27,139.9,141.31,142.0,139.6,41650000,-0.74,160.0,-39.96914986055344,49,111
2022-12-26,140.95,138.33,141.0,138.0,49380000,2.18,167.0,-18.999215440824628,69,98
2022-12-23,137.94,137.49,138.26,136.81,22910000,0.18,138.0,-30.09249534457922,42,96
2022-12-22,137.69,137.99,138.97,137.0,30560000,-0.04,149.0,-29.33276476059109,44,105
2022-12-21,137.75,138.7,139.12,135.81,45540000,-0.38,160.0,-27.850218414328992,53,107
2022-12-20,138.28,134.51,138.4,134.41,45020000,2.7,166.0,-38.920884479768574,53,113
2022-12-19,134.64,135.13,136.73,132.86,58830000,-0.6,155.0,-29.77442778367549,56,99
2022-12-16,135.45,134.5,136.09,134.13,32799999,0.67,178.0,-32.08289316017181,67,111
2022-12-15,134.55,136.99,137.08,134.3,54790000,-2.0,147.0,-20.78705135732889,56,91
2022-12-14,137.3,138.28,138.28,136.6,34070000,-0.6,118.0,-20.69420093903318,37,81
2022-12-13,138.13,139.67,139.93,136.67,52200000,-0.97,175.0,-28.956807794049386,61,114
2022-12-12,139.48,140.19,140.87,138.7,33479999,-0.39,115.0,-25.61465187370777,33,82
2022-12-09,140.03,139.7,140.7,139.24,29440000,0.08,149.0,-30.254247994162142,52,97
2022-12-08,139.92,143.5,143.6,139.8,64060000,-1.69,261.0,-45.48873635474592,96,165
2022-12-07,142.32,140.5,142.81,138.36,69890000,1.22,285.0,-43.40320341382176,106,179
2022-12-06,140.61,142.2,143.37,139.11,51820000,-0.98,187.0,-32.26593515276909,68,119
2022-12-05,142.0,136.66,142.68,136.25,103930000,3.91,304.0,-74.27536056376994,89,215
2022-12-02,136.66,136.99,137.1,136.17,19260000,-0.36,116.0,-22.78119026683271,42,74
2022-12-01,137.15,137.1,137.95,136.31,33060000,0.27,151.0,-38.05631794407964,42,109
2022-11-30,136.78,136.5,136.78,135.23,26820000,0.3,153.0,-31.985252992250025,51,102
2022-11-29,136.37,136.29,137.2,135.88,31650000,0.62,127.0,-31.71518111601472,36,91
2022-11-28,135.53,135.02,136.2,134.1,45280000,-0.73,140.0,-24.30737655051053,54,86
2022-11-25,136.53,137.2,137.24,135.41,29620000,-0.06,147.0,-34.27185251470655,53,94
2022-11-24,136.61,137.0,138.41,136.12,42390000,0.01,250.0,-61.09845755342394,81,169
2022-11-23,136.59,135.7,137.55,134.5,52300000,0.69,326.0,-62.846846441272646,119,207
2022-11-22,135.65,134.55,136.0,133.81,45820000,0.89,252.0,-47.34513585548848,92,160
2022-11-21,134.46,136.01,136.3,132.51,83600000,-1.78,260.0,-29.35577968135476,108,152
2022-11-18,136.89,137.08,137.81,135.84,44080000,-0.49,203.0,-57.95141762215644,64,139
2022-11-17,137.57,139.09,140.35,136.6,59160000,-1.16,254.0,-60.24460955988616,80,174
2022-11-16,139.18,136.99,139.73,136.32,67090000,2.59,237.0,-55.8040499011986,75,162
2022-11-15,135.66,140.49,141.0,130.86,145540000,-2.96,360.0,-57.06003317097202,134,226
2022-11-14,139.8,137.5,140.7,135.83,82520000,2.06,212.0,-20.483430358115584,92,120
2022-11-11,136.98,137.9,138.42,135.13,75710000,0.22,247.0,-50.10295259952545,84,163
2022-11-10,136.68,131.0,136.69,129.77,171750000,7.37,375.0,-69.33638976607472,140,235
2022-11-09,127.3,131.06,131.47,126.42,64959999,-3.04,154.0,-30.182879916392267,50,104
2022-11-08,131.29,132.0,133.11,130.1,69560000,-0.54,164.0,-40.50119834765792,48,116
2022-11-07,132.0,127.09,132.0,126.5,91710000,4.97,182.0,-28.19989932514727,78,104
2022-11-03,125.75,125.4,126.1,123.91,47720000,0.21,110.0,-20.1999248880893,40,70
2022-11-02,125.49,127.06,127.74,123.75,40220000,-1.23,112.0,-28.0474853720516,36,76
2022-11-01,127.05,127.2,127.97,126.12,36820000,0.26,75.0,-13.107792718335986,24,51
2022-10-31,126.72,127.2,128.6,125.41,60760000,-0.2,124.0,-20.860022466629744,50,74
2022-10-28,126.97,126.14,127.25,124.6,73660000,0.28,170.0,-21.469983849674463,69,101
2022-10-27,126.61,124.75,127.5,123.68,87920000,1.75,162.0,-35.1439538160339,51,111
2022-10-26,124.43,124.7,126.88,122.1,108500000,0.06,174.0,-34.767510012723505,62,112
2022-10-25,124.36,118.84,125.2,118.3,114160000,4.68,265.0,-28.92572774458677,111,154
2022-10-24,118.8,120.15,121.68,117.65,74540000,-0.54,212.0,-44.414680826012045,75,137
2022-10-21,119.45,116.93,119.94,114.37,102380000,2.11,211.0,-40.73926751315594,79,132
2022-10-20,116.98,112.75,117.2,112.37,100720000,4.08,163.0,-20.604628439992663,64,99
2022-10-19,112.39,110.12,112.93,109.3,90690000,1.36,181.0,-38.475121069699526,71,110
2022-10-18,110.88,113.05,114.37,110.48,101850000,-1.39,128.0,-25.09149771183729,41,87
2022-10-17,112.44,107.93,112.76,107.65,78500000,4.32,161.0,-22.831294930540025,63,98
2022-10-14,107.78,106.92,109.19,105.69,52570000,1.2,154.0,-23.012955739162862,55,99
2022-10-13,106.5,105.72,107.3,104.8,46850000,0.57,143.0,-20.98394047981128,61,82
2022-10-12,105.9,108.27,108.5,105.25,63380000,-1.69,149.0,-19.33140231203288,61,88
2022-10-11,107.72,106.5,108.3,104.26,76960000,0.95,157.0,-34.42745856381953,55,102
2022-10-10,106.71,96.55,106.77,96.5,117470000,5.13,180.0,-26.75430321972817,67,113
2022-10-07,101.5,107.7,108.48,101.3,90990000,-6.23,370.0,-69.79024205822498,132,238
2022-10-06,108.24,108.65,110.38,107.57,51740000,-0.25,159.0,-47.48455995600671,49,110
2022-10-05,108.51,110.49,110.49,106.25,90420000,-1.85,226.0,-35.53696290962398,84,142
2022-10-04,110.55,115.06,115.5,110.3,83560000,-3.32,133.0,-18.96063065715134,53,80
2022-10-03,114.35,110.62,114.65,109.0,73960000,3.76,168.0,-34.8908816287294,61,107
2022-09-30,110.21,111.0,113.4,103.4,133570000,-0.18,310.0,-57.09115338139236,120,190
2022-09-29,110.41,111.59,112.2,107.68,67490000,-0.59,233.0,-38.5875317202881,84,149
2022-09-28,111.06,112.0,115.2,109.13,77970000,-1.65,248.0,-41.10698119318113,93,155
2022-09-27,112.92,110.0,113.89,107.07,90980000,5.47,301.0,-48.64115023612976,116,185
2022-09-26,107.06,114.0,117.99,105.0,148640000,-10.33,434.0,-97.89142910484225,154,280
2022-09-23,119.39,124.49,124.5,117.35,85910000,-3.96,275.0,-48.25522175664082,101,174
2022-09-22,124.31,120.25,126.95,120.25,117480000,3.39,215.0,-51.75612780218944,63,152
2022-09-21,120.23,112.5,123.98,109.27,136630000,-3.89,261.0,-66.5814734082669,82,179
2022-09-20,125.1,137.87,138.35,122.42,208950000,-9.37,462.0,-86.82430880330503,158,304
2022-09-19,138.04,137.4,139.08,137.07,33270000,0.23,130.0,-33.79258013982326,36,94
2022-09-16,137.73,139.37,141.39,136.8,71800000,-1.25,263.0,-58.57170449476689,85,178
2022-09-15,139.48,139.15,140.28,137.61,56240000,0.42,169.0,-22.81762597570196,65,104
2022-09-14,138.9,136.6,139.29,135.2,62840000,1.39,167.0,-31.442843434400856,58,109
2022-09-13,137.0,138.7,139.37,136.15,44580000,-1.23,251.0,-16.326846620999277,115,136
2022-09-12,138.7,137.07,140.37,136.8,52610000,0.4,223.0,-30.95818303991109,86,137
2022-09-09,138.15,134.41,138.47,134.23,49120000,2.71,235.0,-46.315169292502105,85,150
2022-09-08,134.51,136.69,137.4,134.0,57740000,-1.72,276.0,-60.197065303102136,99,177
2022-09-07,136.86,136.96,139.19,135.41,60750000,-0.27,221.0,-50.944691062904894,70,151
2022-09-06,137.23,140.9,141.07,135.22,86670000,-2.67,220.0,-62.32912862300873,62,158
2022-09-05,141.0,143.5,145.1,139.11,87600000,-1.95,239.0,-64.1567798173055,75,164
2022-09-02,143.8,138.8,144.9,136.22,136890000,4.05,424.0,-56.164242999628186,165,259
2022-09-01,138.2,133.99,138.22,132.02,54940000,2.94,202.0,-30.632777824997905,84,118
2022-08-31,134.25,132.3,138.34,131.5,107450000,3.23,244.0,-44.91003563627601,93,151
2022-08-30,130.05,131.17,132.6,129.65,51080000,-0.85,182.0,-31.26385040488094,73,109
2022-08-29,131.17,130.12,131.4,129.52,40910000,0.59,130.0,-13.227673523128033,55,75
2022-08-26,130.4,128.02,130.5,127.62,32880000,1.73,192.0,-26.246784131973985,77,115
2022-08-25,128.18,128.15,129.81,127.1,36070000,0.02,164.0,-21.003932015039027,63,101
2022-08-24,128.15,130.6,131.64,127.85,45830000,-1.71,192.0,-23.44493912253529,78,114
2022-08-23,130.38,126.06,130.49,126.01,65420000,3.43,240.0,-12.636780016124249,109,131
2022-08-22,126.06,125.0,126.69,124.7,24510000,0.69,124.0,-22.179976015351716,49,75
2022-08-19,125.2,126.3,126.36,124.72,18680000,-0.87,131.0,-22.89653375931084,47,84
2022-08-18,126.3,124.39,126.5,123.92,25420000,1.45,109.0,-23.60859449300915,37,72
2022-08-17,124.5,126.58,127.44,124.5,32890000,-1.5,135.0,-16.94916381780058,52,83
2022-08-16,126.39,125.2,126.86,124.53,27290000,1.11,163.0,-13.08478171005845,65,98
2022-08-15,125.0,124.56,125.7,123.28,25360000,0.1,190.0,-46.27002695854753,56,134
2022-08-12,124.88,123.46,124.98,122.6,27220000,1.16,184.0,-22.602155244909227,68,116
2022-08-11,123.45,126.97,126.97,123.07,30950000,-2.18,136.0,-29.30646800622344,39,97
2022-08-10,126.2,126.25,127.29,124.87,31940000,-0.16,131.0,-17.357565339654684,50,81
2022-08-09,126.4,123.9,126.5,122.3,37920000,2.09,238.0,-42.16093735862523,88,150
2022-08-08,123.81,126.11,127.38,123.51,53660000,1.15,238.0,-49.91850683838129,81,157
2022-08-05,122.4,127.5,127.58,122.24,61180000,-3.58,282.0,-37.32335047563538,113,169
2022-08-04,126.95,126.94,128.13,126.16,19560000,0.08,133.0,-20.50349160749465,47,86
2022-08-03,126.85,128.05,129.15,126.27,30950000,-0.53,175.0,-28.673264406621456,72,103
2022-08-02,127.53,126.6,128.44,125.6,44010000,0.15,229.0,-44.69932306557894,84,145
2022-08-01,127.34,131.77,131.77,127.34,44320000,-3.46,203.0,-35.18547171540558,76,127
2022-07-29,131.9,131.65,132.75,130.31,27790000,0.14,124.0,-13.189124273136258,48,76
2022-07-28,131.72,133.01,133.49,130.1,40100000,-0.59,113.0,-25.69938801415265,37,76
2022-07-27,132.5,132.9,134.79,131.62,42530000,-0.3,119.0,-20.157351715955883,45,74
2022-07-26,132.9,132.02,133.9,131.0,50350000,1.1,188.0,-14.10470181517303,83,105
2022-07-25,131.45,128.9,132.0,127.24,55990000,2.04,222.0,-21.431131939403716,93,129
2022-07-22,128.82,125.5,129.1,125.03,46480000,2.66,135.0,-28.59771207347512,49,86
2022-07-21,125.48,126.44,126.83,122.24,53630000,-0.76,143.0,-30.87351743225008,51,92
2022-07-20,126.44,128.12,129.2,126.16,34760000,-1.03,126.0,-36.02802777476609,37,89
2022-07-19,127.76,128.0,128.11,125.51,32380000,-0.27,122.0,-33.35715187713504,39,83
2022-07-18,128.11,130.0,130.64,127.25,35480000,-0.61,104.0,-10.422933942638338,44,60
2022-07-15,128.9,126.06,129.44,125.27,44950000,2.38,124.0,-22.72025268152356,44,80
2022-07-14,125.9,125.97,128.0,124.61,41700000,-0.08,157.0,-21.53804070688784,66,91
2022-07-13,126.0,129.8,129.95,125.36,45930000,-2.33,151.0,-28.25942177232355,47,104
2022-07-12,129.0,126.5,129.35,124.2,57250000,1.74,129.0,-22.750863149762157,43,86
2022-07-11,126.8,132.8,133.9,126.42,53730000,-4.88,205.0,-22.45020297076553,84,121
2022-07-08,133.3,133.15,133.98,130.9,27640000,0.16,173.0,-25.37367692962289,60,113
2022-07-07,133.09,134.0,135.2,131.22,43060000,-0.68,158.0,-33.70004380308092,57,101
2022-07-06,134.0,133.5,137.1,132.5,47080000,0.37,134.0,-32.65402115229517,43,91
2022-07-05,133.5,132.0,135.7,131.43,51660000,1.57,110.0,-17.00798647478223,43,67
2022-07-04,131.43,129.0,132.8,127.16,48010000,1.17,158.0,-22.879011928103864,63,95
2022-07-01,129.91,124.13,132.0,122.5,60630000,3.76,151.0,-25.548364851623774,58,93
2022-06-30,125.2,132.5,135.44,123.55,91500000,-5.72,389.0,-83.02591233327985,131,258
2022-06-29,132.8,139.8,139.89,132.75,55160000,-5.14,281.0,-48.69952623266727,107,174
2022-06-28,139.99,141.75,142.35,138.5,54860000,-0.82,180.0,-29.79283482581377,70,110
2022-06-27,141.15,137.7,141.77,136.77,69960000,2.46,274.0,-32.459974341094494,113,161
2022-06-24,137.76,137.16,138.3,135.21,45250000,0.66,168.0,-31.67441976442933,56,112
2022-06-23,136.85,133.9,138.4,131.5,108120000,2.81,302.0,-47.78247816581279,113,189
2022-06-22,133.11,127.88,133.21,126.03,67800000,3.11,243.0,-27.66505105979741,101,142
2022-06-21,129.1,131.98,133.49,127.11,75570000,-1.67,177.0,-24.172870519571006,70,107
2022-06-20,131.29,124.1,131.5,123.6,65680000,5.98,178.0,-17.72562013519928,78,100
2022-06-17,123.88,123.97,125.18,123.11,36610000,0.12,113.0,-15.766749151516706,44,69
2022-06-16,123.73,121.5,123.73,120.41,47920000,2.14,123.0,-21.00298484042287,43,80
2022-06-15,121.14,119.4,121.71,118.71,52260000,1.82,109.0,-18.117568797897547,36,73
2022-06-14,118.98,118.03,119.88,115.8,37690000,0.77,152.0,-36.31700749089941,50,102
2022-06-10,118.07,118.03,119.55,117.73,25370000,-0.11,160.0,-37.36038289964199,49,111
2022-06-09,118.2,120.0,120.2,117.7,29370000,-1.42,108.0,-20.294434341602027,36,72
2022-06-08,119.9,118.51,122.19,118.4,41510000,1.34,137.0,-9.18864595517516,61,76
2022-06-07,118.32,118.68,118.9,117.32,22270000,-0.39,114.0,-20.65596840530634,45,69
2022-06-06,118.78,119.26,120.35,118.29,22280000,-0.36,120.0,-26.696585251949728,37,83
2022-06-03,119.21,119.29,120.16,117.18,34340000,0.18,180.0,-34.62820663675666,59,121
2022-06-02,119.0,121.9,122.39,118.5,42770000,-2.44,145.0,-13.354904480278492,61,84
2022-06-01,121.97,117.5,122.69,117.0,43790000,3.1,179.0,-27.95313944108784,68,111
2022-05-31,118.3,120.0,120.0,117.62,29980000,-1.96,160.0,-25.60924628889188,64,96
2022-05-30,120.67,121.6,123.0,120.21,24960000,-0.45,86.0,-25.85948991216719,24,62
2022-05-27,121.22,123.0,123.5,120.9,32689999,-1.45,101.0,-29.91969622951001,28,73
2022-05-26,123.0,124.8,125.99,122.0,51990000,-0.93,105.0,-27.222459690645337,33,72
2022-05-25,124.15,124.11,125.5,120.5,53510000,0.44,118.0,-22.060909427702427,39,79
2022-05-24,123.6,119.45,125.0,117.1,45160000,3.47,150.0,-24.433543862774968,52,98
2022-05-23,119.46,121.5,122.5,118.9,37980000,-2.24,150.0,-46.210032895207405,40,110
2022-05-20,122.2,126.06,127.0,121.05,39290000,-2.71,134.0,-35.56822647806257,36,98
2022-05-19,125.6,125.31,126.86,123.21,34250000,0.38,92.0,-17.96669709123671,27,65
2022-05-18,125.12,128.2,131.3,125.0,55570000,-2.06,122.0,-22.15154620725661,49,73
2022-05-17,127.75,124.0,127.78,123.65,41960000,3.52,67.0,-7.557362059131265,28,39
2022-05-16,123.41,120.9,123.5,119.5,34940000,2.67,72.0,-15.988617622293532,25,47
2022-05-13,120.2,120.45,121.59,118.2,22840000,0.88,100.0,-25.76832415536046,29,71
2022-05-12,119.15,123.1,123.74,118.05,30850000,-3.4,140.0,-30.87541154259816,47,93
2022-05-11,123.34,123.0,126.05,121.86,32869999,0.19,127.0,-31.703604611568156,42,85
2022-05-06,123.1,124.74,124.99,121.52,30600000,-1.36,119.0,-18.218797991983596,43,76
2022-05-05,124.8,124.21,125.54,122.75,42380000,1.3,89.0,-10.678775816224515,34,55
2022-05-04,123.2,129.1,131.5,122.5,67290000,-4.35,216.0,-50.40891785966232,77,139
2022-04-29,128.8,123.67,130.0,122.8,87370000,4.0,176.0,-25.62901338003576,72,104
2022-04-28,123.85,132.14,134.5,123.05,123540000,-5.54,241.0,-44.63500323565677,89,152
2022-04-27,131.11,123.0,131.73,120.6,115500000,7.15,187.0,-27.92176124453545,80,107
2022-04-26,122.36,112.58,124.92,111.9,83540000,9.35,229.0,-35.624112335033715,83,146
2022-04-25,111.9,116.0,116.4,111.5,45810000,-4.33,225.0,-49.1476482776925,81,144
2022-04-22,116.97,118.65,122.32,115.55,57470000,-1.42,158.0,-36.458141369745135,52,106
2022-04-21,118.65,121.97,123.05,117.85,40650000,-2.35,164.0,-37.6405688142404,54,110
2022-04-20,121.5,121.0,125.44,117.51,66599999,1.0,196.0,-51.12072852719575,54,142
2022-04-19,120.3,123.85,123.85,115.36,79910000,-2.87,352.0,-78.35479225823656,103,249
2022-04-18,123.85,131.41,132.68,123.7,58500000,-5.37,265.0,-44.14103606902063,102,163
2022-04-15,130.88,128.55,131.72,125.12,46770000,1.42,135.0,-27.803446319885552,51,84
2022-04-14,129.05,135.85,135.89,129.05,44370000,-4.76,236.0,-30.954427184537053,94,142
2022-04-13,135.5,136.78,138.14,132.72,39090000,0.09,124.0,-24.479974226094782,40,84
2022-04-12,135.38,138.84,140.1,130.35,75390000,-2.39,217.0,-59.71262548491359,67,150
2022-04-11,138.69,144.09,146.98,138.5,47580000,-3.5,185.0,-46.767661550082266,56,129
2022-04-08,143.72,149.05,151.0,141.06,48450000,-2.56,160.0,-23.556358649861068,67,93
2022-04-07,147.5,143.1,149.9,142.5,58840000,4.17,208.0,-47.40224611386657,65,143
2022-04-06,141.6,143.51,153.3,140.65,109040000,-8.11,367.0,-96.66548266075552,117,250
2022-04-05,154.1,169.83,169.9,147.76,130340000,-7.17,84.0,-13.545272811781617,28,56
2022-04-04,166.0,158.76,166.88,150.2,115940000,7.44,230.0,-28.4025568831712,95,135
2022-04-01,154.5,145.0,155.4,144.51,118880000,7.52,311.0,-71.16705568321049,104,207
2022-03-31,143.69,135.25,147.41,134.52,118430000,6.75,190.0,-57.64721239637584,50,140
2022-03-30,134.6,136.89,138.4,131.11,35680000,4.53,145.0,-25.432521051727235,50,95
2022-03-29,128.77,126.16,137.57,122.0,72340000,3.02,173.0,-30.398710729554296,59,114
2022-03-28,125.0,130.6,131.47,125.0,33210000,-4.94,249.0,-61.17837787698954,76,173
2022-03-25,131.5,137.0,147.0,128.2,57660000,-3.48,217.0,-59.20036327280104,64,153
2022-03-24,136.24,131.0,156.2,130.15,159460000,3.9,533.0,-142.34317584894598,163,370
2022-02-25,131.12,123.75,152.89,115.11,396290000,-0.8,4406.0,-917.7334036719984,1482,2924
2022-02-24,132.18,187.54,187.54,89.59,829360000,-36.61,8545.0,-2139.564449614845,2606,5939
2022-02-22,208.53,198.72,219.9,182.03,946020000,3.75,6426.0,-1270.038722096011,2253,4173
2022-02-21,201.0,249.15,258.32,184.3,1080000000,-19.69,9304.0,-1695.706203820184,3309,5995
2022-02-18,250.28,262.13,267.0,245.0,270590000,-3.95,3544.0,-580.1022930019535,1318,2226
2022-02-17,260.58,277.0,277.0,259.36,262089999,-6.19,3323.0,-518.0376764410175,1246,2077
2022-02-16,277.78,276.88,281.0,274.15,195820000,1.38,2948.0,-395.7809065813199,1168,1780
2022-02-15,274.0,257.89,274.0,257.51,271520000,6.74,2954.0,-498.1718610115349,1056,1898
2022-02-14,256.7,256.69,259.5,245.1,357650000,-1.58,3115.0,-474.2092153108679,1204,1911
2022-02-11,260.83,274.9,275.87,259.61,213950000,-5.22,3161.0,-295.7589987637475,1356,1805
2022-02-10,275.2,279.2,282.3,273.67,180150000,-1.39,2375.0,-225.99297108035532,1015,1360
2022-02-09,279.09,270.01,279.71,270.0,193580000,3.44,2457.0,-331.1277741054073,977,1480
2022-02-08,269.8,257.6,269.9,256.52,161510000,4.73,1879.0,-203.3622261704877,786,1093
2022-02-07,257.61,256.99,260.53,253.52,85590000,0.42,1260.0,-198.220273793675,464,796
2022-02-04,256.53,251.99,259.74,251.91,127040000,2.29,1871.0,-292.136080943048,724,1147
